"Data","Ora","Simbol","Scadenta","Pret","Volum","OpenInt"
"2008-01-03","11:42:52","DESIF5","MAR08","4.4401","2","17894"
"2008-01-03","11:42:52","DESIF5","MAR08","4.4400","3","17894"
"2008-01-03","11:43:07","DESIF5","MAR08","4.4410","1","17894"
"2008-01-03","11:43:13","DESIF5","MAR08","4.4401","1","17894"
"2008-01-03","11:43:14","DESIF2","MAR08","3.4950","8","13796"
"2008-01-03","11:43:21","DESIF2","MAR08","3.4989","1","13796"
"2008-01-03","11:43:21","DESIF2","MAR08","3.4999","19","13796"
"2008-01-03","11:43:24","DESIF2","MAR08","3.4900","1","13796"
"2008-01-03","11:43:24","DESIF2","MAR08","3.4900","4","13796"
"2008-01-03","11:43:42","DESIF2","MAR08","3.4950","2","13796"
"2008-01-03","11:44:05","DESIF2","MAR08","3.4950","1","13796"
"2008-01-03","11:44:05","DESIF2","MAR08","3.4999","4","13796"
"2008-01-03","11:44:25","DESIF5","MAR08","4.4401","2","17894"
"2008-01-03","11:44:25","DESIF5","MAR08","4.4400","3","17894"
"2008-01-03","11:47:37","DESIF5","MAR08","4.4405","1","17894"
"2008-01-03","11:47:37","DESIF5","MAR08","4.4402","2","17894"
"2008-01-03","11:48:36","DESIF5","MAR08","4.4479","1","17894"
"2008-01-03","11:48:41","DESIF2","MAR08","3.4998","1","13796"
"2008-01-03","11:49:00","DESIF5","MAR08","4.4479","1","17894"
"2008-01-03","11:49:00","DESIF5","MAR08","4.4490","1","17894"
"2008-01-03","11:49:23","DESIF5","MAR08","4.4490","4","17894"
"2008-01-03","11:49:23","DESIF5","MAR08","4.4500","1","17894"
"2008-01-03","11:49:43","DESIF2","MAR08","3.4940","15","13796"
"2008-01-03","11:49:43","DESIF2","MAR08","3.4925","10","13796"
"2008-01-03","11:49:43","DESIF2","MAR08","3.4900","15","13796"
"2008-01-03","11:49:47","DESIF5","MAR08","4.4480","2","17894"
"2008-01-03","11:49:54","DESIF2","MAR08","3.4940","1","13796"
"2008-01-03","11:49:54","DESIF2","MAR08","3.4900","1","13796"
"2008-01-03","11:50:26","DESIF2","MAR08","3.4900","3","13796"
"2008-01-03","11:50:36","RON/EUR","MAR08","3.6251","2","528"
"2008-01-03","11:51:07","DESIF5","MAR08","4.4412","20","17894"
"2008-01-03","11:51:53","DESIF5","IUN08","4.5910","1","2738"
"2008-01-03","11:52:33","DESIF5","IUN08","4.5905","1","2738"
"2008-01-03","11:52:37","RON/EUR","MAR08","3.6302","2","528"
"2008-01-03","11:52:37","RON/EUR","MAR08","3.6303","10","528"
"2008-01-03","11:52:41","DESIF5","MAR08","4.4410","3","17894"
"2008-01-03","11:52:42","DESIF5","MAR08","4.4410","1","17894"
"2008-01-03","11:52:42","DESIF5","MAR08","4.4402","5","17894"
"2008-01-03","11:52:42","DESIF5","MAR08","4.4401","1","17894"
"2008-01-03","11:52:55","DEBRK","MAR08","2.7500","1","1230"
"2008-01-03","11:53:15","DESIF2","MAR08","3.4850","3","13796"
"2008-01-03","11:53:15","DESIF2","MAR08","3.4830","7","13796"
"2008-01-03","11:53:43","DESIF2","MAR08","3.4830","1","13796"
"2008-01-03","11:54:43","DESIF5","IUN08","4.5903","2","2738"
"2008-01-03","11:54:45","DEBRK","MAR08","2.7500","29","1230"
"2008-01-03","11:55:18","DESIF5","MAR08","4.4350","1","17894"
"2008-01-03","11:56:18","DESIF5","IUN08","4.5903","1","2738"
"2008-01-03","11:58:07","DESIF2","MAR08","3.4850","1","13796"
"2008-01-03","11:58:07","DESIF2","MAR08","3.4831","1","13796"
"2008-01-03","11:58:07","DESIF2","MAR08","3.4830","7","13796"
"2008-01-03","11:58:07","DESIF2","MAR08","3.4825","5","13796"
"2008-01-03","11:58:07","DESIF2","MAR08","3.4821","5","13796"
"2008-01-03","11:58:07","DESIF2","MAR08","3.4817","10","13796"
"2008-01-03","11:58:07","DESIF2","MAR08","3.4816","10","13796"
"2008-01-03","11:58:07","DESIF2","MAR08","3.4815","121","13796"
"2008-01-03","11:58:12","DESIF2","MAR08","3.4815","19","13796"
"2008-01-03","11:58:12","DESIF2","MAR08","3.4810","2","13796"
"2008-01-03","11:58:12","DESIF2","MAR08","3.4801","1","13796"
"2008-01-03","11:58:12","DESIF2","MAR08","3.4801","8","13796"
"2008-01-03","11:58:30","DESIF2","MAR08","3.4801","2","13796"
"2008-01-03","11:58:33","DESIF5","MAR08","4.4351","1","17894"
"2008-01-03","11:58:33","DESIF5","MAR08","4.4350","4","17894"
"2008-01-03","11:58:33","DESIF5","MAR08","4.4320","2","17894"
"2008-01-03","11:58:33","DESIF5","MAR08","4.4315","4","17894"
"2008-01-03","11:58:33","DESIF5","MAR08","4.4310","3","17894"
"2008-01-03","11:58:33","DESIF5","MAR08","4.4305","7","17894"
"2008-01-03","11:58:33","DESIF5","MAR08","4.4301","2","17894"
"2008-01-03","11:58:33","DESIF5","MAR08","4.4300","5","17894"
"2008-01-03","11:58:43","DESIF5","MAR08","4.4300","5","17894"
"2008-01-03","11:58:50","DESIF5","MAR08","4.4352","5","17894"
"2008-01-03","11:58:50","DESIF5","MAR08","4.4300","15","17894"
"2008-01-03","11:59:06","DESIF5","MAR08","4.4300","1","17894"
"2008-01-03","11:59:48","DESIF5","MAR08","4.4300","10","17894"
"2008-01-03","11:59:53","DESIF2","MAR08","3.4801","5","13796"
"2008-01-03","11:59:53","DESIF2","MAR08","3.4800","3","13796"
"2008-01-03","11:59:53","DESIF2","MAR08","3.4800","15","13796"
"2008-01-03","12:00:09","DESIF5","MAR08","4.4300","3","17894"
"2008-01-03","12:01:26","RON/EUR","SEP08","3.6900","1","44"
"2008-01-03","12:01:30","DESIF2","MAR08","3.4717","1","13796"
"2008-01-03","12:01:30","DESIF2","MAR08","3.4716","2","13796"
"2008-01-03","12:01:34","RON/EUR","MAR08","3.6303","4","528"
"2008-01-03","12:01:34","DESIF2","MAR08","3.4780","5","13796"
"2008-01-03","12:01:45","DESIF5","MAR08","4.4440","1","17894"
"2008-01-03","12:02:18","DESIF5","MAR08","4.4380","1","17894"
"2008-01-03","12:02:18","DESIF5","MAR08","4.4300","4","17894"
"2008-01-03","12:02:23","DESIF2","MAR08","3.4740","8","13796"
"2008-01-03","12:02:41","DESIF2","MAR08","3.4717","1","13796"
"2008-01-03","12:02:41","DESIF2","MAR08","3.4716","1","13796"
"2008-01-03","12:02:52","DESIF2","MAR08","3.4730","10","13796"
"2008-01-03","12:02:53","DESIF2","MAR08","3.4716","2","13796"
"2008-01-03","12:02:53","DESIF2","MAR08","3.4700","2","13796"
"2008-01-03","12:03:17","DESIF5","MAR08","4.4300","1","17894"
"2008-01-03","12:03:29","DESIF5","MAR08","4.4200","1","17894"
"2008-01-03","12:03:55","RON/EUR","MAR08","3.6303","3","528"
"2008-01-03","12:03:58","DESIF5","MAR08","4.4300","5","17894"
"2008-01-03","12:03:59","DESIF5","MAR08","4.4200","4","17894"
"2008-01-03","12:04:55","DESIF2","MAR08","3.4607","4","13796"
"2008-01-03","12:05:10","DESIF5","MAR08","4.4120","1","17894"
"2008-01-03","12:05:16","DESIF5","MAR08","4.4200","1","17894"
"2008-01-03","12:05:28","DESIF5","MAR08","4.4200","1","17894"
"2008-01-03","12:05:35","DESIF2","MAR08","3.4610","2","13796"
"2008-01-03","12:05:37","DESIF2","MAR08","3.4769","1","13796"
"2008-01-03","12:05:37","DESIF2","MAR08","3.4770","1","13796"
"2008-01-03","12:06:23","DESIF5","MAR08","4.4167","1","17894"
"2008-01-03","12:06:23","DESIF5","MAR08","4.4120","1","17894"
"2008-01-03","12:06:23","DESIF5","MAR08","4.4116","2","17894"
"2008-01-03","12:06:23","DESIF5","MAR08","4.4115","1","17894"
"2008-01-03","12:06:28","DESIF2","IUN08","3.6501","1","1092"
"2008-01-03","12:06:29","DESIF5","MAR08","4.4150","2","17894"
"2008-01-03","12:06:29","DESIF5","MAR08","4.4200","3","17894"
"2008-01-03","12:06:39","DESIF5","IUN08","4.5903","2","2738"
"2008-01-03","12:07:06","DESIF5","MAR08","4.4200","2","17894"
"2008-01-03","12:07:20","DESIF2","MAR08","3.4750","5","13796"
"2008-01-03","12:07:20","DESIF2","MAR08","3.4760","3","13796"
"2008-01-03","12:07:20","DESIF2","MAR08","3.4769","1","13796"
"2008-01-03","12:07:20","DESIF2","MAR08","3.4770","1","13796"
"2008-01-03","12:07:23","DESIF5","IUN08","4.5900","1","2738"
"2008-01-03","12:07:23","DESIF5","IUN08","4.5900","5","2738"
"2008-01-03","12:07:23","DESIF5","IUN08","4.5900","6","2738"
"2008-01-03","12:07:34","RON/EUR","MAR08","3.6303","5","528"
"2008-01-03","12:10:00","DESIF5","MAR08","4.4200","2","17894"
"2008-01-03","12:10:24","DESIF2","MAR08","3.4750","10","13796"
"2008-01-03","12:11:50","DESIF2","MAR08","3.4750","2","13796"
"2008-01-03","12:11:55","DESIF2","MAR08","3.4750","1","13796"
"2008-01-03","12:12:21","RON/EUR","MAR08","3.6303","4","528"
"2008-01-03","12:13:25","DESIF2","MAR08","3.4750","2","13796"
"2008-01-03","12:13:26","DESIF2","MAR08","3.4750","2","13796"
"2008-01-03","12:13:41","RON/EUR","MAR08","3.6252","7","528"
"2008-01-03","12:14:17","DESIF2","MAR08","3.4750","2","13796"
"2008-01-03","12:14:28","DESIF2","MAR08","3.4750","1","13796"
"2008-01-03","12:14:33","DESIF2","MAR08","3.4769","1","13796"
"2008-01-03","12:14:33","DESIF2","MAR08","3.4770","8","13796"
"2008-01-03","12:14:33","DESIF2","MAR08","3.4799","1","13796"
"2008-01-03","12:14:33","DESIF2","MAR08","3.4800","10","13796"
"2008-01-03","12:14:33","DESIF2","MAR08","3.4800","40","13796"
"2008-01-03","12:14:35","DEBRK","MAR08","2.7500","30","1230"
"2008-01-03","12:14:40","DESIF2","MAR08","3.4720","2","13796"
"2008-01-03","12:14:40","DESIF2","MAR08","3.4710","1","13796"
"2008-01-03","12:14:40","DESIF2","MAR08","3.4702","1","13796"
"2008-01-03","12:14:47","DESIF2","MAR08","3.4800","10","13796"
"2008-01-03","12:14:48","DESIF2","MAR08","3.4800","10","13796"
"2008-01-03","12:14:53","DESIF2","MAR08","3.4800","10","13796"
"2008-01-03","12:15:02","DESIF5","MAR08","4.4289","1","17894"
"2008-01-03","12:15:02","DESIF5","MAR08","4.4290","5","17894"
"2008-01-03","12:15:02","DESIF5","MAR08","4.4300","3","17894"
"2008-01-03","12:15:32","DEBRK","MAR08","2.7500","5","1230"
"2008-01-03","12:16:15","DESIF2","MAR08","3.4894","10","13796"
"2008-01-03","12:17:39","DESIF2","SEP08","3.9000","1","74"
"2008-01-03","12:17:50","DESIF5","IUN08","4.5900","2","2738"
"2008-01-03","12:17:51","DESIF2","MAR08","3.4800","2","13796"
"2008-01-03","12:18:51","DESIF2","MAR08","3.4840","2","13796"
"2008-01-03","12:19:37","RON/EUR","MAR08","3.6300","5","528"
"2008-01-03","12:20:01","RON/EUR","MAR08","3.6303","3","528"
"2008-01-03","12:20:01","DESIF2","MAR08","3.4830","10","13796"
"2008-01-03","12:20:01","DESIF2","MAR08","3.4839","5","13796"
"2008-01-03","12:20:01","DESIF2","MAR08","3.4840","25","13796"
"2008-01-03","12:20:30","DESIF2","MAR08","3.4850","2","13796"
"2008-01-03","12:22:12","DESIF2","MAR08","3.4850","1","13796"
"2008-01-03","12:22:45","DESIF2","MAR08","3.4850","1","13796"
"2008-01-03","12:23:06","DESIF2","MAR08","3.4850","2","13796"
"2008-01-03","12:23:22","DESIF2","MAR08","3.4830","2","13796"
"2008-01-03","12:24:10","DESIF5","MAR08","4.4300","5","17894"
"2008-01-03","12:25:03","DESIF5","MAR08","4.4300","1","17894"
"2008-01-03","12:25:06","DESIF2","MAR08","3.4750","3","13796"
"2008-01-03","12:25:06","DESIF2","MAR08","3.4712","5","13796"
"2008-01-03","12:25:32","DESIF5","MAR08","4.4300","1","17894"
"2008-01-03","12:25:42","DESIF5","MAR08","4.4350","5","17894"
"2008-01-03","12:25:42","DESIF5","MAR08","4.4350","1","17894"
"2008-01-03","12:25:42","DESIF5","MAR08","4.4377","1","17894"
"2008-01-03","12:25:42","DESIF5","MAR08","4.4380","3","17894"
"2008-01-03","12:27:38","DESIF5","MAR08","4.4350","5","17894"
"2008-01-03","12:27:47","DESIF5","MAR08","4.4380","2","17894"
"2008-01-03","12:27:52","DESIF5","MAR08","4.4389","1","17894"
"2008-01-03","12:27:52","DESIF5","MAR08","4.4390","4","17894"
"2008-01-03","12:27:52","DESIF5","MAR08","4.4399","1","17894"
"2008-01-03","12:27:52","DESIF5","MAR08","4.4400","10","17894"
"2008-01-03","12:27:52","DESIF5","MAR08","4.4400","10","17894"
"2008-01-03","12:27:52","DESIF5","MAR08","4.4400","4","17894"
"2008-01-03","12:27:55","DESIF5","MAR08","4.4400","6","17894"
"2008-01-03","12:27:55","DESIF5","MAR08","4.4440","1","17894"
"2008-01-03","12:29:08","DESIF5","MAR08","4.4400","2","17894"
"2008-01-03","12:29:37","DESIF2","MAR08","3.4850","2","13796"
"2008-01-03","12:29:38","DESIF2","MAR08","3.4850","2","13796"
"2008-01-03","12:29:41","DESIF5","MAR08","4.4400","1","17894"
"2008-01-03","12:29:41","DESIF5","MAR08","4.4400","10","17894"
"2008-01-03","12:30:01","DESIF2","MAR08","3.4850","1","13796"
"2008-01-03","12:30:02","DESIF5","MAR08","4.4440","4","17894"
"2008-01-03","12:30:08","DESIF2","MAR08","3.4850","5","13796"
"2008-01-03","12:30:20","DESIF2","MAR08","3.4850","5","13796"
"2008-01-03","12:30:30","DESIF2","MAR08","3.4869","5","13796"
"2008-01-03","12:30:41","DESIF5","MAR08","4.4440","1","17894"
"2008-01-03","12:30:41","DESIF5","MAR08","4.4445","1","17894"
"2008-01-03","12:30:41","DESIF5","MAR08","4.4448","10","17894"
"2008-01-03","12:30:41","DESIF5","MAR08","4.4469","2","17894"
"2008-01-03","12:30:41","DESIF5","MAR08","4.4480","3","17894"
"2008-01-03","12:30:41","DESIF5","MAR08","4.4500","2","17894"
"2008-01-03","12:30:53","DESIF2","MAR08","3.4869","1","13796"
"2008-01-03","12:31:01","DESIF2","MAR08","3.4850","10","13796"
"2008-01-03","12:31:22","DESIF2","MAR08","3.4869","4","13796"
"2008-01-03","12:31:22","DESIF2","MAR08","3.4877","1","13796"
"2008-01-03","12:31:32","DESIF2","MAR08","3.4850","10","13796"
"2008-01-03","12:31:39","DESIF5","IUN08","4.6000","2","2738"
"2008-01-03","12:32:04","DEBRK","MAR08","2.7650","1","1230"
"2008-01-03","12:32:28","DESIF5","IUN08","4.6000","2","2738"
"2008-01-03","12:32:35","DESIF5","IUN08","4.6000","1","2738"
"2008-01-03","12:32:35","DESIF5","IUN08","4.6000","2","2738"
"2008-01-03","12:32:53","DESIF2","MAR08","3.4890","10","13796"
"2008-01-03","12:32:53","DESIF2","MAR08","3.4893","1","13796"
"2008-01-03","12:32:53","DESIF2","MAR08","3.4894","10","13796"
"2008-01-03","12:32:53","DESIF2","MAR08","3.4899","1","13796"
"2008-01-03","12:32:53","DESIF2","MAR08","3.4900","13","13796"
"2008-01-03","12:32:53","DESIF2","IUN08","3.6900","1","1092"
"2008-01-03","12:33:14","DESIF2","MAR08","3.4900","3","13796"
"2008-01-03","12:33:18","DESIF3","MAR08","2.4350","1","310"
"2008-01-03","12:33:18","DESIF3","MAR08","2.4341","1","310"
"2008-01-03","12:33:25","DESIF2","MAR08","3.4869","1","13796"
"2008-01-03","12:33:25","DESIF2","MAR08","3.4851","1","13796"
"2008-01-03","12:33:43","DESIF5","MAR08","4.4500","5","17894"
"2008-01-03","12:33:43","DESIF5","MAR08","4.4500","2","17894"
"2008-01-03","12:34:46","DESIF3","MAR08","2.4339","1","310"
"2008-01-03","12:35:56","DESIF5","MAR08","4.4400","82","17894"
"2008-01-03","12:35:56","DESIF5","MAR08","4.4350","3","17894"
"2008-01-03","12:35:56","DESIF5","MAR08","4.4270","15","17894"
"2008-01-03","12:36:01","DESIF2","IUN08","3.6900","1","1092"
"2008-01-03","12:36:23","DESIF2","MAR08","3.4851","4","13796"
"2008-01-03","12:36:23","DESIF2","MAR08","3.4850","19","13796"
"2008-01-03","12:36:23","DESIF2","MAR08","3.4850","1","13796"
"2008-01-03","12:36:23","DESIF2","MAR08","3.4850","50","13796"
"2008-01-03","12:36:45","DEBRK","MAR08","2.7800","2","1230"
"2008-01-03","12:37:26","DESIF5","IUN08","4.5950","1","2738"
"2008-01-03","12:38:41","DESIF5","MAR08","4.4300","1","17894"
"2008-01-03","12:40:55","DESIF5","MAR08","4.4305","2","17894"
"2008-01-03","12:40:55","DESIF5","MAR08","4.4304","14","17894"
"2008-01-03","12:40:55","DESIF5","MAR08","4.4301","30","17894"
"2008-01-03","12:41:32","DESIF2","MAR08","3.4830","1","13796"
"2008-01-03","12:44:03","DEBRK","MAR08","2.7800","1","1230"
"2008-01-03","12:44:55","DESIF5","MAR08","4.4300","1","17894"
"2008-01-03","12:45:18","DESIF5","MAR08","4.4300","1","17894"
"2008-01-03","12:45:25","DESIF5","MAR08","4.4280","1","17894"
"2008-01-03","12:45:28","DESIF5","MAR08","4.4300","1","17894"
"2008-01-03","12:47:14","DESIF2","MAR08","3.4790","2","13796"
"2008-01-03","12:47:14","DESIF2","MAR08","3.4788","2","13796"
"2008-01-03","12:48:21","RON/EUR","MAR08","3.6253","1","528"
"2008-01-03","12:50:07","DESIF5","MAR08","4.4400","10","17894"
"2008-01-03","12:50:29","DESIF5","MAR08","4.4400","2","17894"
"2008-01-03","12:50:52","DESIF2","MAR08","3.4800","20","13796"
"2008-01-03","12:50:52","DESIF2","MAR08","3.4800","20","13796"
"2008-01-03","12:50:56","DESIF2","MAR08","3.4849","5","13796"
"2008-01-03","12:50:56","DESIF2","MAR08","3.4850","3","13796"
"2008-01-03","12:50:56","DESIF2","MAR08","3.4850","42","13796"
"2008-01-03","12:51:07","RON/EUR","MAR08","3.6299","1","528"
"2008-01-03","12:51:11","DEBRK","MAR08","2.7800","2","1230"
"2008-01-03","12:51:15","DESIF5","MAR08","4.4400","30","17894"
"2008-01-03","12:51:31","DESIF5","MAR08","4.4449","2","17894"
"2008-01-03","12:51:33","DESIF5","MAR08","4.4400","5","17894"
"2008-01-03","12:52:00","DESIF5","MAR08","4.4400","1","17894"
"2008-01-03","12:52:25","DESIF5","MAR08","4.4400","15","17894"
"2008-01-03","12:52:29","DESIF2","MAR08","3.4850","8","13796"
"2008-01-03","12:52:45","DESIF5","MAR08","4.4400","10","17894"
"2008-01-03","12:52:48","DESIF5","MAR08","4.4450","5","17894"
"2008-01-03","12:54:09","DESIF5","MAR08","4.4476","1","17894"
"2008-01-03","12:54:20","DESIF2","MAR08","3.4850","2","13796"
"2008-01-03","12:54:25","DESIF5","MAR08","4.4476","1","17894"
"2008-01-03","12:54:55","DESIF2","MAR08","3.4799","3","13796"
"2008-01-03","12:55:17","DESIF5","MAR08","4.4400","12","17894"
"2008-01-03","12:55:28","DESIF5","MAR08","4.4400","5","17894"
"2008-01-03","12:55:39","DESIF5","MAR08","4.4400","10","17894"
"2008-01-03","12:58:03","DEBRK","MAR08","2.7700","2","1230"
"2008-01-03","13:00:06","DESIF5","MAR08","4.4325","1","17894"
"2008-01-03","13:00:16","DETEL","MAR08","38.0000","1","20"
"2008-01-03","13:01:21","DESIF5","MAR08","4.4311","1","17894"
"2008-01-03","13:01:53","DESIF5","MAR08","4.4400","5","17894"
"2008-01-03","13:02:30","DESIF2","MAR08","3.4770","5","13796"
"2008-01-03","13:02:30","DESIF2","MAR08","3.4750","2","13796"
"2008-01-03","13:02:30","DESIF2","MAR08","3.4750","1","13796"
"2008-01-03","13:02:30","DESIF2","MAR08","3.4750","1","13796"
"2008-01-03","13:02:30","DESIF2","MAR08","3.4750","1","13796"
"2008-01-03","13:02:30","DESIF2","MAR08","3.4711","1","13796"
"2008-01-03","13:02:30","DESIF2","MAR08","3.4710","1","13796"
"2008-01-03","13:02:30","DESIF2","MAR08","3.4702","1","13796"
"2008-01-03","13:02:30","DESIF2","MAR08","3.4702","1","13796"
"2008-01-03","13:02:30","DESIF2","MAR08","3.4701","1","13796"
"2008-01-03","13:02:30","DESIF2","MAR08","3.4700","14","13796"
"2008-01-03","13:02:47","DESIF5","MAR08","4.4325","2","17894"
"2008-01-03","13:02:47","DESIF5","MAR08","4.4311","3","17894"
"2008-01-03","13:02:47","DESIF5","MAR08","4.4300","1","17894"
"2008-01-03","13:02:47","DESIF5","MAR08","4.4300","2","17894"
"2008-01-03","13:02:48","DESIF5","MAR08","4.4400","5","17894"
"2008-01-03","13:02:58","DESIF5","MAR08","4.4428","1","17894"
"2008-01-03","13:03:57","DESIF2","IUN08","3.6700","1","1092"
"2008-01-03","13:05:34","DESIF5","MAR08","4.4305","1","17894"
"2008-01-03","13:05:50","DESIF5","MAR08","4.4300","1","17894"
"2008-01-03","13:06:12","DESIF5","MAR08","4.4300","2","17894"
"2008-01-03","13:06:18","DESIF3","MAR08","2.4339","1","310"
"2008-01-03","13:07:14","DESIF5","MAR08","4.4300","2","17894"
"2008-01-03","13:08:00","DESIF2","MAR08","3.4700","6","13796"
"2008-01-03","13:08:41","DESIF5","IUN08","4.5920","1","2738"
"2008-01-03","13:08:41","DESIF5","IUN08","4.5910","2","2738"
"2008-01-03","13:08:41","DESIF5","IUN08","4.5900","2","2738"
"2008-01-03","13:08:41","DESIF5","IUN08","4.5900","5","2738"
"2008-01-03","13:09:01","DESIF2","MAR08","3.4650","6","13796"
"2008-01-03","13:09:01","DESIF2","MAR08","3.4640","1","13796"
"2008-01-03","13:09:01","DESIF2","MAR08","3.4640","1","13796"
"2008-01-03","13:09:01","DESIF2","MAR08","3.4628","3","13796"
"2008-01-03","13:09:01","DESIF2","MAR08","3.4625","1","13796"
"2008-01-03","13:09:03","DESIF5","IUN08","4.5880","4","2738"
"2008-01-03","13:09:03","DESIF5","IUN08","4.5861","4","2738"
"2008-01-03","13:09:03","DESIF5","IUN08","4.5860","2","2738"
"2008-01-03","13:09:03","DESIF5","IUN08","4.5855","6","2738"
"2008-01-03","13:09:03","DESIF5","IUN08","4.5851","1","2738"
"2008-01-03","13:09:03","DESIF5","IUN08","4.5850","8","2738"
"2008-01-03","13:09:15","DESIF5","IUN08","4.5850","2","2738"
"2008-01-03","13:09:30","DESIF5","MAR08","4.4270","5","17894"
"2008-01-03","13:09:47","DESIF5","MAR08","4.4300","1","17894"
"2008-01-03","13:11:28","DESIF2","MAR08","3.4610","4","13796"
"2008-01-03","13:11:51","DESIF5","MAR08","4.4300","20","17894"
"2008-01-03","13:12:01","DESIF2","MAR08","3.4610","6","13796"
"2008-01-03","13:12:01","DESIF2","MAR08","3.4605","1","13796"
"2008-01-03","13:12:01","DESIF2","MAR08","3.4602","2","13796"
"2008-01-03","13:12:06","DESIF2","MAR08","3.4600","5","13796"
